ID,Title,Content,Post Type,Permalink,Image Featured,Tour Categories,tour_url,cancellation_policy,highlights,what_included,what_expect,additional_info,tour_adult_price,tour_rating,tour_location,tour_cancellation_policy,tour_address,_featured_image_url,Author Email
1002342,"Postojna Cave, Predjama Castle And Piran Tour From Ljubljana","The road will initially lead us to the Postojna cave, where we will admire one of the most popular karst caves in the world. While riding on the cave train, everyone will be fascinated by the cave's might and its karst phenomena. We will then continue our trip and reach the unique and largest cave castle in the world - the Predjama Castle, which has been dominating perched high up in the cliff for 800 years.

After exploring the castle and cave, our next destination is Piran, acclaimed as one of the most beautiful spots in the Mediterranean, often referred to as the jewel of the region. In this charming seaside town, we'll marvel at narrow streets and distinctive architecture. A leisurely walk around the main square, Tartini Square, will provide us with the opportunity to appreciate Piran, enclosed by ancient town walls and overlooking the sea.",tours,https://visitslovenia.com/tours/postojna-cave-predjama-castle-and-piran-tour-from-ljubljana/,,Audio Guides|Bus Tours|Day Trips|Full-day Tours,https://www.viator.com/tours/Ljubljana/Postojna-cave-Predjama-castle-and-Piran-tour-from-Ljubljana/d5257-240347P5,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Pickup included</span></div>",<ul><li>Professional English speaking guide </li><li>Hotel pick up and drop off</li><li>Transport by air-conditioned minivan</li></ul>,,<ul><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li></ul>,123.49,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/postojna-cave-predjama-castle-and-piran-tour-from-ljubljana-0.jpg,marcus@visit.network
1002343,2-hour Interactive Wine Tasting Experience In Ljubljana,"Taste 7 finest wines from different wine regions of Slovenia and learn must-know wine facts from a wine expert in 300-year old wine cellar in Ljubljana. #1 rated Wine Tasting in Ljubljana is fun and interactive 2 hour wine experience for wine lovers. You will hear fun stories, learn you must-know wine facts, play games and solve challenges... ",tours,https://visitslovenia.com/tours/2-hour-interactive-wine-tasting-experience-in-ljubljana/,,Best Conversion|Food &amp; Drink|Spring Break|Wine Tastings,https://www.viator.com/tours/Ljubljana/Wine-Tasting-Ljubljana/d5257-54902P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Taste 7 finest wines from different wine regions of Slovenia and learn must-know wine facts from a wine expert in 300-year old wine cellar.</span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Special New Year's Wine Exp.</span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Taste 7 finest wines from different wine regions of Slovenia and learn must-know wine facts from a wine expert in 300-year old wine cellar.</span></div>",<ul><li>7 TOP Slovenian wines</li><li>Presented by local wine expert</li><li>Certificate for becoming an ambassador of Slovenian wines</li><li>Alcoholic Beverages</li><li>Delicious appetisers</li></ul>,,<ul><li>Wheelchair accessible</li><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Transportation options are wheelchair accessible</li><li>All areas and surfaces are wheelchair accessible</li><li>Not recommended for pregnant travelers</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Suitable for all physical fitness levels</li><li>Minimum drinking age is 18 years</li></ul>,65.71,4.834758,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/2-hour-interactive-wine-tasting-experience-in-ljubljana-0.jpg,marcus@visit.network
1002344,Postojna Cave And Castle Small-group Day Trip From Ljubljana,"You will discover the underground world of Postojna Cave, the most popular karst cave in the world. The guided tour will consist of a journey by electrical train and will be followed by a walk through beautiful chambers and passages with spectacular drop stones, pillars, limestone curtains and other unforgettable formations.

Continue to the idyllic village of Predjama where you will be amazed by the fairy-tale medieval Predjama Castle with its dramatic setting in the gaping mouth of a cavern, halfway up a hillside. Learn about the legend of the famous Erasmus – ‘Slovenian Robin Hood’ and return back to Ljubljana.",tours,https://visitslovenia.com/tours/postojna-cave-and-castle-small-group-day-trip-from-ljubljana/,,Bus Tours|Cultural Tours|Day Trips|Half-day Tours|Historical Tours in Slovenia|Small Group,https://www.viator.com/tours/Ljubljana/Postojna-Cave-and-Castle-Small-Group-Day-Tour-from-Ljubljana/d5257-7125P9,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Postojna Cave & Castle tour: Small group tour to Postojna Cave and Predjama Castle with departures from Ljubljana.</span></div>",<ul><li>Air-conditioned vehicle</li><li>Panoramic drive</li><li>Professional English speaking guide</li></ul>,,"<ul><li>Specialized infant seats are available</li><li>Public transportation options are available nearby</li><li>Suitable for all physical fitness levels</li><li>Comfortable walking shoes and camera are recommended</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if tehre are not enough passengers to meet requirements. In the event of this occurring, you will be offeres an alternative or full refund</li></ul>",77.04,4.5833335,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/postojna-cave-and-castle-small-group-day-trip-from-ljubljana-0.jpg,marcus@visit.network
1002345,"8-hour Lake Bled, Lake Bohinj And Waterfall Savica Tour","To the north-west of Slovenia is located National Park Triglav, which cover most of the Julian Alps. This is where is Waterfall Savica and Lake Bohinj are located. Lake Bled is just around thirty minutes away from National Park Triglav. If Your short on time, this experience is great way to explore this sights. Visit Waterfall Savica, Lake Bohinj and Lake Bled. Hike to 836m above sea level to reach Waterfall Savica(around twenty five minutes hike). Do short walk and hikes at Lake Bohinj, take picture of golden-horn statue, four brave man statue and visit Church of St. John the Baptist. Travel with Plenta boat, visit the Lake Bled Castle, hike to Mala Osojnica.
Note: There is approximately three hours of traveling to the National Park and back to Ljubljana, an hour will be spent on the lunch break.
",tours,https://visitslovenia.com/tours/8-hour-lake-bled-lake-bohinj-and-waterfall-savica-tour/,,Best Conversion|Small Group,https://www.viator.com/tours/Ljubljana/Lake-Bled-Lake-Bohinj-and-Waterfall-Savica/d5257-399937P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Bottled water</li></ul>,,"<ul><li>Not recommended for travelers with spinal injuries</li><li>Not recommended for pregnant travelers</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Travelers should have at least a moderate level of physical fitness</li><li>Note: There is approximately three hours of traveling to the National Park and back to Ljubljana, an hour will be spent on the lunch break.</li></ul>",90.63,4.95,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/8-hour-lake-bled-lake-bohinj-and-waterfall-savica-tour-0.jpg,marcus@visit.network
1002346,Highlights Of Slovenia - Postojna & Bled (tickets Included),"Visit the mesmerizing beauty of the Postojna Caves and the mysterious castle of Predjama which rank among the most precious jewels of Slovenia. We will explore the wonderful underground world and excite our imagination in a striking medieval castle.

After that we go to often described as the ‘Image of Paradise’, the Alpine resort town of Bled will enchant you with its emerald-green lake, fairytale-like island and imposing castle reigning on top of a rocky cliff. ",tours,https://visitslovenia.com/tours/highlights-of-slovenia-postojna-bled-tickets-included/,,Best Conversion|Bus Tours|Car Tours|Day Trips|Full-day Tours,https://www.viator.com/tours/Ljubljana/Private-tour-to-Postojna-Caves-and-Predjama-Castle-from-Ljubljana/d5257-3312P49,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Bled Castle entrance</li><li>Postojna cave and Predjama castle entrance fee</li><li>English-speaking driver/guide</li><li>Transportation </li><li>Pick up and drop-off service on designated locations in Ljubljana</li><li>Organization and Tax</li></ul>,,"<ul><li>Infants and small children can ride in a pram or stroller</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Not recommended for travelers with spinal injuries</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Travelers should have at least a moderate level of physical fitness</li><li>Comfortable walking shoes and camera are recommended</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative or full refund.</li><li>Child rate applies only when sharing with 2 paying adults.</li><li>Local Contact Details: 00386 51 635 888</li><li>In the summer you can take bathing suits with you, to take a dip in the lake</li><li>Please be advised that due to the the winter season and the shorter daylight hours, a portion of our tour may be conducted after dark. Additionally, participants should be aware that the Pletna boat ride might not be available during our afternoon tours because of their winter schedule. We appreciate your understanding, we strive to provide the best experience possible regardless of the season.</li></ul>",180.13,4.9268293,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/highlights-of-slovenia-postojna-bled-tickets-included-0.jpg,marcus@visit.network
1002347,Soča Valley Tour & Kranjska Gora Valley Tour,"Have your day fulfilled with Slovenian nature's best treasures. The road will slowly take us to the top of Vršič pass at an altitude of 1661 m, a perfect opportunity for a photo stop. We will descend in the Valley where one of the most beautiful rivers springs.
The silver peaks of the Julian alps are inseparably connected with the sad history of World War I. The Isonzo front took place here – a treacherous mountain combat in high altitudes and impossible life conditions. You can still see the tracks of the battle everywhere. A visit of the biggest waterfall in Slovenia will follow. Waterfall Boka is 106 high and 18 wide and it is hard not to be impressed by it. After the traditional lunch at a local restaurant we will continue towards Ljubljana and stop in Kranjska Gora – the biggest alpine resort in Slovenia. It is the home of our biggest alpine skiing race – the Vitranc cup. A great place to take a walk and find your inner peace.",tours,https://visitslovenia.com/tours/so%c4%8da-valley-tour-kranjska-gora-valley-tour/,,Bus Tours|Car Tours|Day Trips|Full-day Tours,https://www.viator.com/tours/Ljubljana/Soca-Valley-Tour-with-Kranjska-gora-The-Emerald-pearl-of-the-Alps/d5257-3312P59,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Pick up and drop-off service</li><li>English speaking guide</li><li>Organization</li><li>Transportation </li><li>TAX</li><li>Photo stop at Vršič pass</li><li>Stop at Jasna lake in Kranjska Gora</li><li>Sightseeing tour of Soča Valley</li></ul>,,<ul><li>Wheelchair accessible</li><li>Infants and small children can ride in a pram or stroller</li><li>Specialized infant seats are available</li><li>Travelers should have at least a moderate level of physical fitness</li></ul>,112.16,4.9259257,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/so%c4%8da-valley-tour-kranjska-gora-valley-tour-0.jpg,marcus@visit.network
1002348,Wine Tours In Slovenia,"Get educated about wine making process and taste a variety of different wine sorts in one of the most underrated wine countries in the world. You will get the chance to try different wines, relax in the nature, explore the vineyards and wine cellars and discover winemakers stories.",tours,https://visitslovenia.com/tours/wine-tours-in-slovenia/,,Bus Tours|Car Tours|Day Trips|Food &amp; Drink|Full-day Tours|Small Group|Spring Break|Wine Tastings|Wine Tours,https://www.viator.com/tours/Ljubljana/Wine-Tours-Slovenia/d5257-164539P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Wine Tour : Spend a day tasting wines from two wine families in their wine cellars.<br/>Duration: 7 hours<br/>Pickup included</span></div>",<ul><li>Snacks</li><li>Air-conditioned vehicle</li><li>Guide</li><li>Alcoholic Beverages</li></ul>,,<ul><li>Public transportation options are available nearby</li><li>Not recommended for travelers with spinal injuries</li><li>Not recommended for pregnant travelers</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Suitable for all physical fitness levels</li></ul>,248.11,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/wine-tours-in-slovenia-0.jpg,marcus@visit.network
1002349,Day Tour To Lake Bled From Ljubljana,"Discover beautiful Lake Bled on a day tour from Ljubljana.
Enjoy a personalized tour in a small group with a english speaking driver.
Explore Bled Castle and enjoy a bird's-eye perspective of the lake
Enjoy a Pletna boat ride to Bled Island and ring the Wishing Bell at the church.
Indulge in the beauty of the lake and its surroundings as you stroll along or pause at numerous coffee shops with breathtaking views.
Experience the tranquility of Lake Bled's many beaches for a relaxing and rejuvenating time by the water.
Feel free to enjoy a refreshing swim at one of the many beaches around Lake Bled",tours,https://visitslovenia.com/tours/day-tour-to-lake-bled-from-ljubljana/,,Best Conversion|Bus Tours|Day Trips|Half-day Tours|Small Group,https://www.viator.com/tours/Ljubljana/6-Hours-Day-Trip-to-Bled-Lake/d5257-415260P4,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>English speaking driver</li><li>Designated Hotel pick up</li><li>Air-conditioned vehicle</li></ul>,,<ul><li>Specialized infant seats are available</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Suitable for all physical fitness levels</li></ul>,55.51,4.826087,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/day-tour-to-lake-bled-from-ljubljana-0.jpg,marcus@visit.network
1002350,Postojna Cave And Predjama Castle Tour From Ljubljana,"As a skilled communicator with extensive travel experience, I have gained invaluable insight into creating memorable trips and delivering exceptional customer service. My approach revolves around immersing travelers in local life, ensuring that every moment spent with me is not only enjoyable, but truly worthwhile.",tours,https://visitslovenia.com/tours/postojna-cave-and-predjama-castle-tour-from-ljubljana/,,Audio Guides|Bus Tours|Cultural Tours|Day Trips|Half-day Tours|Luxury Car Tours|Nature and Wildlife Tours|Small Group,https://www.viator.com/tours/Ljubljana/Prime-choice-Postojna-cave-and-Predjama-castle/d5257-326936P2,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Trip to Bled castle and island<br/>Mercedes Benz Van<br/>Pickup included</span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Water<br/>Mercedez Banz <br/>Pickup included</span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Mercedz Banz<br/>Pickup included</span></div>",<ul><li>Private transportation</li><li>hotel pick up and drop off</li><li>Audio guide in the castle</li><li>English speaking driver and guide</li><li>Air-conditioned vehicle</li><li>Tip is desired from 15 - 20%</li><li>Free WIFI</li></ul>,,<ul><li>Infants are required to sit on an adult’s lap</li><li>Suitable for all physical fitness levels</li></ul>,73.64,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/postojna-cave-and-predjama-castle-tour-from-ljubljana-0.jpg,marcus@visit.network
1002352,Private City Tour Of Ljubljana. 4 Hours With A Friendly And Fun Local Guide.,"Top up Your Private city tour of Ljubljana by visiting the main attractions, as well as less touristy areas of the city and get the real local perspective.",tours,https://visitslovenia.com/tours/private-city-tour-of-ljubljana-4-hours-with-a-friendly-and-fun-local-guide/,,City Tours|Half-day Tours|Historical Tours in Slovenia|Private and Luxury|Private Sightseeing Tours|Walking Tours,https://www.viator.com/tours/Ljubljana/Private-city-tour-of-Ljubljana-4-hours-with-a-friendly-and-fun-local-guide/d5257-143183P7,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>","<ul><li>4 hours of comprehensive, guided sightseeing</li></ul>",,<ul><li>Wheelchair accessible</li><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Transportation options are wheelchair accessible</li><li>Suitable for all physical fitness levels</li></ul>,294.56,4.7727275,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/private-city-tour-of-ljubljana-4-hours-with-a-friendly-and-fun-local-guide-0.jpg,marcus@visit.network
1002353,Bled Lake Day Trip From Ljubljana,We are a group of English speaking drivers who know the country very well. We will be very happy to show you the best view points for a good picture of Lake Bled as well give you some nice tips when you are walking around the lake on your own and also help you book a boat ride to the church castle and getting you to the best place for the famous Bled Cake.,tours,https://visitslovenia.com/tours/bled-lake-day-trip-from-ljubljana/,,Bus Tours|Car Tours|City Tours|Classic Car Tours|Day Trips|Half-day Tours|Luxury Car Tours|Private Sightseeing Tours,https://www.viator.com/tours/Ljubljana/Bled-Lake-Day-Trip-From-Ljubljana/d5257-213977P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Private transportation</li><li>Air-conditioned vehicle</li><li>All Fees and Taxes</li></ul>,,<ul><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li></ul>,169.94,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/bled-lake-day-trip-from-ljubljana-0.jpg,marcus@visit.network
1002354,Bled Lake With Island And Castle - Small Group - Day Trip From Ljubljana,"Small group half-day tour (up to 8 persons) from Ljubljana to Lake Bled that will take you to beautiful places such as Lake Bled and castle, free time in Bled (or the medieval town of Radovljica in winter time). A relaxing boat ride to the only true island in Slovenia is possible where a wishing bell will make your dream come true.",tours,https://visitslovenia.com/tours/bled-lake-with-island-and-castle-small-group-day-trip-from-ljubljana/,,Bus Tours|Day Trips|Half-day Tours|Historical Tours in Slovenia|Small Group,https://www.viator.com/tours/Ljubljana/Bled-Fairytale/d5257-7125P8,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Professional English speaking tour guide</li><li>Driver/guide</li><li>Air-conditioned vehicle</li></ul>,,<ul><li>Specialized infant seats are available</li><li>Infants and small children can ride in a pram or stroller</li><li>Suitable for all physical fitness levels</li><li>Children must be accompanied by an adult</li><li>Please allow 10-15 min for pickup because guides need to collect guest from multiple pickup locations</li></ul>,81.57,4.75,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/bled-lake-with-island-and-castle-small-group-day-trip-from-ljubljana-0.jpg,marcus@visit.network
1002355,Pub Crawl Ljubljana,"We always do our best to entertain & connect fellow travers amongst each other, so you not only have fun but also meet lots of people while playing different games & completing challenges.

Please note that the tour operates only if minimum number of 8 participants is met.",tours,https://visitslovenia.com/tours/pub-crawl-ljubljana/,,Half-day Tours|Nature Walks|Nightlife|Spring Break|Walking Tours|Weddings &amp; Celebrations,https://www.viator.com/tours/Ljubljana/Pub-Crawl-Ljubljana/d5257-28070P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Challenges</li><li>Party guide for the night</li><li>Drinking Games</li><li>Free entry to one of the best clubs/dance bars in Ljubljana</li><li>5 shots</li><li>Karaoke</li></ul>,,<ul><li>Wheelchair accessible</li><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Transportation options are wheelchair accessible</li><li>Not recommended for travelers with spinal injuries</li><li>Not recommended for pregnant travelers</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Suitable for all physical fitness levels</li><li>Minimum age is 18 years</li></ul>,24.92,4.679775,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/pub-crawl-ljubljana-0.jpg,marcus@visit.network
1002356,Private Zagreb Tour From Ljubljana,"Zagreb is the capital of Croatia and one of most vital and lively cities in Europe. Its historical Upper Town with the beautiful Cathedral and other attractions are a must-see. The city offers endless possibilites for shopping, relaxation or fun. . ",tours,https://visitslovenia.com/tours/private-zagreb-tour-from-ljubljana/,,Archaeology Tours|Bus Tours|Cultural Tours|Day Trips|Full-day Tours|Historical Tours in Slovenia|Private Sightseeing Tours|Walking Tours,https://www.viator.com/tours/Ljubljana/Zagreb-Tour-from-Ljubljana/d5257-123341P16,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Pickup included</span></div>",<ul><li>Tour Guide</li></ul>,,<ul><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li></ul>,362.53,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/private-zagreb-tour-from-ljubljana-0.jpg,marcus@visit.network
1002357,Full Day City Of Piran And Škocjan Cave Tour Fom Ljubljana,"Immerse yourself in the captivating charm of Piran, Slovenia's coastal gem. Wander through medieval streets, savoring Venetian architecture and vibrant markets. But the adventure doesn't end there! Embark on a journey to Skocjan Cave, a UNESCO World Heritage site. Marvel at colossal chambers, mystical stalactites, and a breathtaking river canyon. Guided by expert spelunkers, you'll witness nature's artistic prowess firsthand. The Piran and Skocjan Cave tour blends cultural immersion with natural splendor, ensuring an extraordinary travel experience. Uncover the treasures of Piran and explore the awe-inspiring marvels of Skocjan Cave, creating memories that will last a lifetime. Don't miss this captivating opportunity!",tours,https://visitslovenia.com/tours/full-day-city-of-piran-and-%c5%a1kocjan-cave-tour-fom-ljubljana/,,,https://www.viator.com/tours/Ljubljana/Piran-and-Skocjan-Caves-tour/d5257-415260P3,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Air-conditioned vehicle</li><li>Designated Hotel pick-up</li></ul>,,<ul><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li></ul>,87.68,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/full-day-city-of-piran-and-%c5%a1kocjan-cave-tour-fom-ljubljana-0.jpg,marcus@visit.network
1002358,E-bike Vipava River Tour,"Riding an e-bike comfortably along beautiful Vipava river and sticking to the roads less traveled, you’ll discover the rich history and vivid landscape of this amazing wine county. Tasting the best ice cream in “Little Venice”, searching for Napoleon’s lost cannonball, and unlocking the mystery of king Theodosis – there’s much to take in on The River Trail E-bike tour!

We’ll visit medieval remains of Roman fortress and continue our tour along the river. Our first stop is in the charming town of Vipava, also called a “Little Venice”. It’s a perfect time for ice cream, the best in the valley. Crossing Napoleons bridge starts our hunt for his missing cannonball. The mystery will unfold when reaching the medieval stronghold of Vipavski Križ where we stop for a coffee and relaxed stroll through tiny streets. Another stretch of cycling and we’re at the end of this tour enjoying a magnificent panorama over the valley and traditional Slovenian dessert “štruklji”.",tours,https://visitslovenia.com/tours/e-bike-vipava-river-tour/,,,https://www.viator.com/tours/Koper/E-bike-Vipava-River-Tour/d4170-129421P10,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Short tour (3.5hrs with stops): Long tour (5hrs with stops)</span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Pickup included</span></div>","<ul><li>RockVelo / Vipava Valley water bottle included!</li><li>Use of bicycle</li><li>A famous home-made ice-cream and typical local sweet dish ""Štruklji"" is included.</li></ul>",,<ul><li>Specialized infant seats are available</li><li>Not recommended for travelers with spinal injuries</li><li>Not recommended for pregnant travelers</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Travelers should have at least a moderate level of physical fitness</li></ul>,170.95,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.","Koper, Ljubljana, Slovenia",https://visitslovenia.b-cdn.net/wp-content/uploads/tours/e-bike-vipava-river-tour-0.jpg,marcus@visit.network
1002359,Rafting And Zipline In Bled Slovenia,"You go on rafting on one of the most beautiful river in Slovenia. We offer 13km long trip with a lot of fun rapids in the obstacles . In the end of rafting we have 250m long Zipline over the Sava river.
",tours,https://visitslovenia.com/tours/rafting-and-zipline-in-bled-slovenia/,,Extreme Sports|On the Water|Rafting|White Water Rafting|Ziplining,https://www.viator.com/tours/Bled/Rafting-and-zipline-in-Bled-Slovenia/d22044-109245P10,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>","<ul><li>All equipment ...neopren,shoes,lifejacket,helmets</li></ul>",,<ul><li>Wheelchair accessible</li><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Infants are required to sit on an adult’s lap</li><li>Specialized infant seats are available</li><li>Transportation options are wheelchair accessible</li><li>All areas and surfaces are wheelchair accessible</li><li>Not recommended for travelers with spinal injuries</li><li>Not recommended for pregnant travelers</li><li>Travelers should have at least a moderate level of physical fitness</li></ul>,90.63,4.5625,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.","Bled, Ljubljana",https://visitslovenia.b-cdn.net/wp-content/uploads/tours/rafting-and-zipline-in-bled-slovenia-0.jpg,marcus@visit.network
1002360,Ljubljana Culinary Tour,"Ljubljana's culinary offerings have always been diverse as Slovenia lies at the crossroads of different regions, cultures, and culinary traditions. Some of the typical Ljubljana dishes have their roots far back in the city's history; some are the result of modern-day culinary creativity. Do you know that in Central Market you can taste typical local dishes? Are you willing to visit five different styles of restaurants and taste five different dishes and five different drinks? Is it true that Krakovo is an area of gardens traditionally occupied by the local vegetable growers? Your local guide will show you the historical city center's locations where food trading and culinary-related activities used to take place in the past and take you to the top of Nebotičnik, once the tallest building in Central Europe and today one of the city's most prominent icons. Are you ready to learn about Ljubljana and its dynamic history and vibrant modern life from tasting its most favorite foods?",tours,https://visitslovenia.com/tours/ljubljana-culinary-tour/,,,https://www.viator.com/tours/Ljubljana/Taste-Ljubljana-walking-culinary-tour/d5257-198947P3,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Local Guide</li></ul>,,<ul><li>Public transportation options are available nearby</li><li>Suitable for all physical fitness levels</li></ul>,369.38,0,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/ljubljana-culinary-tour-0.jpg,marcus@visit.network
